,Unnamed: 0,Id,Category,Tweet
1162,1279,638172849564311552,neutral,"['dear', 'god', 'may', 'we', 'trade', 'you', 'all', 'the', 'music', 'artist', 'at', 'tonight', 'mtvvma', 'and', 'have', 'frank', 'sinatra', 'and', 'kurt', 'cobain', 'back', 'pleas', 'amen']"
1163,1281,638908405923586048,neutral,"['exhibit', 'b', 'blind', 'melon', 'perform', 'chang', 'on', 'the', 'day', 'kurt', 'cobain', 'bodi', 'wa', 'discov', 'april']"
1164,1282,639342912598376448,positive,"['if', 'ugli', 'sunday', 'your', 'fave', 'ull', 'prob', 'enjoy', 'hisst', 'album', 'fun', 'fact', 'kurt', 'cobain', 'doe', 'back', 'vocal', 'in', 'a', 'song', 'down', 'in', 'the', 'dark']"
1165,1283,639398857760223232,neutral,"['check', 'out', 'the', 'trailer', 'for', 'the', 'kurt', 'cobain', 'doc', 'screen', 'here', 'fri', 'sep']"
1166,1284,640097077486329856,neutral,"['kurt', 'cobain', 'solo', 'releas', 'ani', 'real', 'nirvana', 'fan', 'will', 'not', 'be', 'buy', 'thi', 'just', 'money', 'grab', 'brett', 'morgan', 'and', 'courtney']"
1167,1285,640971810968834048,neutral,"['thi', 'is', 'a', 'tribut', 'to', 'kurt', 'cobain', 'it', 'the', 'same', 'record', 'that', 'i', 'alreadi', 'post', 'season', 'in', 'the', 'sun', 'but']"
1168,1286,641395795472838656,positive,"['as', 'you', 'may', 'alreadi', 'know', 'we', 'are', 'back', 'from', 'our', 'one', 'day', 'observ', 'of', 'labor', 'day', 'stop', 'by', 'or', 'email', 'bridaltoday']"
1169,1287,641396613106302976,negative,"['alabama', 'state', 'trooper', 'investig', 'seven', 'fatal', 'traffic', 'crash', 'that', 'result', 'in', 'nine', 'death', 'dure', 'the', 'labor', 'day', 'holiday', 'from', 'fri', 'to', 'mon']"
1170,1288,641396841158840321,positive,"['we', 'hope', 'you', 'cougar', 'had', 'a', 'great', 'labor', 'day', 'weekend', 'thi', 'friday', 'we', 'will', 'have', 'ultim', 'cougar', 'on', 'the', 'usu', 'lawn', 'atpm']"
1171,1290,641402929732288512,neutral,"['thank', 'kathi', 'just', 'walk', 'in', 'the', 'door', 'amp', 'forgot', 'it', 'wa', 'tuesday', 'darn', 'labor', 'day', 'threw', 'me', 'off']"
1172,1291,641403361825198080,positive,"['thank', 'you', 'quick', 'note', 'orccon', 'is', 'presid', 'day', 'weekend', 'feb', 'not', 'labor', 'day']"
1173,1292,641404970248466432,neutral,"['forc', 'friday', 'and', 'labor', 'day', 'have', 'noth', 'to', 'do', 'with', 'jesu']"
1174,1294,641405547053498368,positive,"['labor', 'day', 'deserv', 'an', 'entir', 'week', 'off', 'from', 'school', 'instead', 'of', 'just', 'a', 'monday', 'labordayweek']"
1175,1295,641405742159826944,positive,"['lol', 'professor', 'today', 'jeez', 'morgan', 'did', 'you', 'have', 'too', 'much', 'fun', 'on', 'labor', 'day', 'ye', 'ye', 'i', 'may', 'have']"
1176,1296,641406856397746176,positive,"['haha', 'i', 'just', 'told', 'someon', 'im', 'still', 'enjoy', 'the', 'labor', 'day', 'weekend', 'and', 'wa', 'told', 'it', 'tuesday']"
1177,1297,641408178207395840,positive,"['icymi', 'the', 'afh', 'labor', 'day', 'sale', 'ha', 'been', 'extend', 'but', 'dont', 'wait', 'it', 'absolut', 'end', 'monday', 'thisishom']"
1178,1298,641408289608212480,positive,"['labor', 'day', 'is', 'a', 'gloriou', 'holiday', 'becaus', 'children', 'go', 'back', 'to', 'school', 'the', 'next', 'day', 'it', 'may', 'as', 'well', 'have', 'been', 'call']"
1179,1299,641408810138140672,neutral,"['the', 'day', 'after', 'labor', 'day', 'is', 'just', 'a', 'monday', 'that', 'lie', 'about', 'be', 'tuesday']"
1180,1300,641408866119454720,positive,"['for', 'those', 'of', 'us', 'who', 'work', 'labor', 'day', 'today', 'wa', 'still', 'a', 'tuesday', 'but', 'for', 'the', 'rest', 'of', 'you', 'folk', 'thi', 'wa', 'your', 'day']"
1181,1301,641408940450840576,positive,"['i', 'onli', 'forgot', 'today', 'wasnt', 'monday', 'onc', 'better', 'than', 'usual', 'on', 'the', 'day', 'after', 'labor', 'day']"
1182,1302,641410550300344320,positive,"['thi', 'week', 'in', 'nyc', 'sept', 'monday', 'happi', 'labor', 'day', 'we', 'hope', 'you', 'close', 'out', 'the', 'summer', 'season', 'with', 'lot', 'of', 'time']"
1183,1303,641411007617867776,neutral,"['is', 'your', 'comput', 'act', 'like', 'it', 'is', 'still', 'on', 'labor', 'day', 'break', 'just', 'reboot', 'it', 'patch', 'tuesday']"
1184,1304,641413483993559041,positive,"['go', 'to', 'tech', 'school', 'monw', 'night', 'from', 'had', 'monday', 'off', 'for', 'labor', 'day', 'thi', 'week', 'got', 'out', 'earli', 'at', 'tonight', 'thesearegoodth']"
1185,1305,641414068050464768,negative,"['labor', 'day', 'had', 'me', 'think', 'it', 'wa', 'monday', 'all', 'today', 'smh']"
1186,1306,641414230596583424,neutral,"['had', 'to', 'do', 'overtim', 'today', 'due', 'to', 'too', 'much', 'bs', 'on', 'labor', 'day', 'chest', 'day', 'and', 'back', 'day', 'both', 'went', 'in', 'cant', 'wait', 'to', 'be', 'back', 'on', 'track', 'tomorrow']"
1187,1307,641419074535342080,positive,"['resid', 'say', 'it', 'a', 'bless', 'thi', 'didnt', 'happen', 'labor', 'day', 'with', 'numer', 'peopl', 'around', 'most', 'left', 'late', 'monday']"
1188,1308,641420797546901504,neutral,"['i', 'wish', 'theyd', 'make', 'memori', 'day', 'and', 'labor', 'day', 'on', 'fridaysno', 'real', 'differ', 'but', 'have', 'a', 'friday', 'off', 'seem', 'so', 'much', 'better', 'than', 'a', 'monday']"
1189,1309,641421233326850048,positive,"['keep', 'the', 'sabbath', 'keep', 'it', 'holi', 'ex', 'god', 'command', 'us', 'to', 'rest', 'day', 'each', 'week', 'we', 'may', 'have', 'labor', 'day', 'but', 'god', 'give', 'us', 'or']"
1190,1311,641429385493377024,neutral,"['remind', 'that', 'if', 'you', 'normal', 'have', 'citi', 'garbag', 'pickup', 'in', 'lexington', 'on', 'monday', 'it', 'will', 'be', 'tomorrow', 'due', 'to', 'the', 'labor', 'day', 'holiday']"
1191,1312,641429567618461696,neutral,"['no', 'home', 'open', 'info', 'over', 'labor', 'day', 'weekend', 'instead', 'we', 'learn', 'that', 'all', 'home', 'game', 'will', 'be', 'friday', 'or', 'saturday', 'with', 'one', 'sunday', 'afternoon']"
1192,1313,641431082110427137,negative,"['market', 'watch', 'nymex', 'crude', 'oil', 'price', 'slip', 'go', 'into', 'labor', 'day']"
1193,1314,641431745410297856,negative,"['that', 'last', 'week', 'chart', 'thi', 'week', 'chart', 'is', 'come', 'tomorrow', 'they', 'didnt', 'post', 'it', 'today', 'becaus', 'of', 'labor', 'day']"
1194,1315,641433858550796288,positive,"['how', 'wa', 'everyon', 'labor', 'day', 'weekend', 'hope', 'you', 'had', 'lot', 'of', 'time', 'for', 'fun', 'in', 'the', 'sun', 'mauibeachblanket']"
1195,1316,641438170001739776,positive,"['my', 'oldest', 'niec', 'wa', 'born', 'in', 'septemb', 'it', 'almost', 'alway', 'hot', 'on', 'her', 'birthday', 'pswent', 'to', 'the', 'lake', 'for', 'labor', 'day', 'weekend', 'amp', 'melt']"
1196,1317,641440968353316864,positive,"['dfranki', 'studio', 'after', 'labor', 'day', 'flash', 'sale', 'is', 'go', 'on', 'now', 'until', 'tomorrow', 'at', 'midnight', 'messag', 'us', 'for', 'more']"
1197,1318,641442602286346240,positive,"['~sunris', 'over', 'oregon', 'bay', 'area~', 'taken', 'labor', 'day', 'morn', 'at', 'the', 'north', 'bend', 'boardwalk', 'the', 'sun', 'just', 'start', 'to', 'make']"
1198,1320,641446016017821696,negative,"['onli', 'just', 'realiz', 'it', 'fuck', 'tuesday', 'labor', 'day', 'you', 'have', 'mess', 'up', 'my', 'stream', 'schedul', 'gto']"
1199,1321,641453555199578112,neutral,"['the', 'fact', 'that', 'the', 'villag', 'of', 'kirya', 'joel', 'chose', 'to', 'meet', 'on', 'the', 'sunday', 'night', 'of', 'labor', 'day', 'weekend', 'to', 'deeproot']"
1200,1322,641454796973735936,neutral,"['join', 'me', 'and', 'on', 'sept', 'after', 'the', 'close', 'fun', 'webinar', 'after', 'labor', 'day']"
1201,1323,641455718562816001,positive,"['independ', 'ludacri', 'wrap', 'up', 'histh', 'anniversari', 'of', 'ludaday', 'weekend', 'step', 'asid', 'labor', 'day', 'the', 'news', 'world']"
1202,1324,641457885931659264,neutral,"['firework', 'go', 'off', 'jake', 'it', 'way', 'pastth', 'of', 'juli', 'wtf', 'me', 'memori', 'day', 'jake', 'make', 'sens', 'me', 'jake', 'me', 'jake', 'labor', 'day', 'you', 'jackass', 'oh']"
1203,1325,641458744606392320,positive,"['tomorrow', 'ima', 'hit', 'thi', 'gym', 'thang', 'and', 'sauna', 'until', 'i', 'flush', 'out', 'all', 'the', 'lunchabl', 'i', 'ate', 'and', 'all', 'the', 'bong', 'rip', 'i', 'took', 'thi', 'labor', 'day', 'weekend']"
1204,1326,641460362873716736,neutral,"['ahahahahhha', 'when', 'labor', 'day', 'mess', 'you', 'up', 'amp', 'u', 'forgot', 'it', 'tuesday', 'amp', 'not', 'monday', 'so', 'all', 'your', 'onlin', 'class', 'assign', 'are', 'due', 'amp', 'u', 'have', 'hr']"
1205,1327,641462690272124929,positive,"['after', 'day', 'of', 'go', 'out', 'thi', 'past', 'labor', 'day', 'weekend', 'im', 'liter', 'relax', 'thi', 'whole', 'week', 'and', 'not', 'go', 'out', 'until', 'saturday']"
1206,1328,641483797100294145,positive,"['i', 'manag', 'to', 'go', 'through', 'the', 'entir', 'weekend', 'includ', 'labor', 'day', 'and', 'tuesday', 'without', 'see', 'ani', 'cornhusk', 'highlight', 'and', 'ruin', 'it']"
1207,1329,641484530268958720,neutral,"['onli', 'septemb', 'mayb', 'it', 'should', 'be', 'at', 'least', 'an', 'no', 'oliv', 'willi', 'after', 'labor', 'day']"
1208,1330,641487253533954048,positive,"['i', 'just', 'got', 'two', 'at', 'zumiez', 'amp', 'im', 'so', 'sad', 'bc', 'it', 'hot', 'as', 'fuck', 'like', 'labor', 'day', 'mean', 'summer', 'is', 'over', 'the', 'sun', 'need', 'to', 'chill']"
1209,1332,641498274646609920,neutral,"['labor', 'day', 'weekend', 'fun', 'in', 'the', 'sun', 'a', 'great', 'white', 'shark', 'find', 'himself', 'beach', 'on', 'the', 'shore', 'of', 'wellfleet', 'beach', 'cape', 'codma', 'after', 'hour', 'of']"
1210,1333,641502114489872384,positive,"['believ', 'it', 'or', 'not', 'there', 'are', 'labor', 'day', 'deal', 'as', 'good', 'as', 'black', 'friday']"
1211,1334,641502147146702848,positive,"['did', 'you', 'know', 'that', 'labor', 'day', 'wa', 'trend', 'topic', 'on', 'tuesday', 'for', 'hour', 'in', 'greensboro', 'trndnl']"
1212,1336,641517468519788545,positive,"['labor', 'day', 'appear', 'on', 'tuesday', 'at', 'theth', 'place', 'in', 'the', 'top', 'of', 'ottawa', 'trend', 'trndnl']"
1213,1337,641517687974195201,neutral,"['it', 'been', 'say', 'arriv', 'at', 'hub', 'sinc', 'sunday', 'but', 'i', 'guess', 'it', 'ha', 'someth', 'to', 'do', 'with', 'labor', 'day', 'well', 'see']"
1214,1338,641523725976756224,positive,"['muscl', 'beach', 'labor', 'day', 'find', 'all', 'of', 'the', 'coverag', 'here', 'of', 'the', 'muscl', 'beach', 'labor', 'day', 'held', 'on', 'septemberth', 'in', 'venic', 'ca']"
1215,1339,641533927824363520,positive,"['aww', 'it', 'labor', 'day', 'on', 'the', 'movi', 'that', 'wa', 'just', 'monday', 'haha']"
1216,1340,641538104789078016,positive,"['th', 'annual', 'labor', 'day', 'at', 'the', 'louisvil', 'zoo', 'ha', 'been', 'a', 'complet', 'success', 'lot', 'of', 'friend', 'and', 'famili', 'of', 'labor']"
1217,1341,641541712280743936,positive,"['good', 'morningback', 'after', 'a', 'coupl', 'of', 'day', 'off', 'for', 'labor', 'day', 'weekend', 'so', 'today', 'is', 'my', 'monday', 'i', 'make', 'no', 'promis', 'readi', 'with']"
1218,1342,641544311205724160,positive,"['happi', 'wednesday', 'i', 'hope', 'you', 'had', 'a', 'great', 'labor', 'day', 'weekend', 'from', 'flight', 'to', 'new', 'ashevil', 'restaur', 'to']"
1219,1343,641545209541730304,positive,"['dont', 'get', 'comfort', 'just', 'becaus', 'labor', 'day', 'is', 'over', 'can', 'you', 'dig', 'it', 'i', 'can', 'tell', 'you', 'what', 'im', 'do', 'sunday']"
1220,1345,641563392390635520,neutral,"['stylesxxlov', 'mississippi', 'hs', 'start', 'back', 'on', 'theth', 'i', 'think', 'we', 'never', 'get', 'until', 'labor', 'day']"
1221,1347,641568705713848320,positive,"['can', 'it', 'be', 'almost', 'thursday', 'ye', 'it', 'can', 'labor', 'day', 'ha', 'come', 'and', 'gone', 'but', 'shari', 'open', 'mic', 'keep', 'on', 'keepin', 'on']"
1222,1348,641576535728738304,positive,"['photo', 'readi', 'to', 'ship', 'today', 'ye', 'the', 'labor', 'day', 'sale', 'may', 'be', 'over', 'but', 'you', 'can', 'still', 'get', 'the', 'fan', 'favorit']"
1223,1349,641577572178857985,positive,"['septemberth', 'labor', 'day', 'mark', 'theth', 'annual', 'mackinac', 'bridg', 'walk', 'everi', 'year', 'peopl', 'come', 'to', 'walk']"
1224,1350,641582862085562368,neutral,"['the', 'profession', 'develop', 'seri', 'is', 'off', 'thi', 'week', 'for', 'labor', 'day', 'we', 'will', 'return', 'next', 'tuesday', 'with', 'anoth', 'webinar']"
1225,1351,641584836222808064,positive,"['hello', 'everyon', 'i', 'had', 'a', 'fabul', 'time', 'in', 'hermitag', 'pa', 'on', 'labor', 'day', 'as', 'you', 'may', 'or', 'may', 'not', 'know', 'i', 'wa', 'in']"
1226,1352,641585352172535808,positive,"['good', 'morn', 'and', 'welcom', 'to', 'anoth', 'wonder', 'wednesday', 'thank', 'to', 'labor', 'day', 'were', 'midway', 'through', 'the', 'week']"
1227,1353,641585901752221696,negative,"['monday', 'wa', 'the', 'labor', 'day', 'holiday', 'we', 'are', 'catch', 'up', 'with', 'the', 'ton', 'of', 'trash', 'that', 'didnt', 'get', 'pick', 'up']"
1228,1354,641586250839912448,positive,"['break', 'news', 'new', 'haven', 'new', 'haven', 'labor', 'day', 'mean', 'fun', 'in', 'the', 'sun']"
1229,1355,641592362452537344,positive,"['just', 'when', 'you', 'thought', 'the', 'labor', 'day', 'sale', 'wa', 'overbogo', 'today', 'through', 'friday', 'onli']"
1230,1356,641597549749608448,negative,"['sbybuzz', 'thi', 'labor', 'day', 'weekend', 'violenc', 'continu', 'in', 'the', 'district', 'tuesday', 'morn', 'public', 'offici', 'comment']"
1231,1357,641597961206566913,positive,"['i', 'had', 'a', 'decent', 'labor', 'day', 'weekend~~', 'the', 'metro', 'atlanta', 'cycl', 'club', 'macc', 'one', 'love', 'ride', 'on', 'saturday', 'wa', 'fun', 'and']"
1232,1358,641599667470401536,neutral,"['walmart', 'wednesday', 'oop', 'it', 'after', 'labor', 'day', 'and', 'somebodi', 'is', 'still', 'wear', 'white']"
1233,1359,641603995778293760,positive,"['sep', 'roland', 'and', 'hector', 'from', 'wellington', 'fl', 'treat', 'their', 'boy', 'to', 'some', 'labor', 'day', 'snapper', 'fish', 'with', 'capt']"
1234,1360,641608158620815360,neutral,"['it', 'may', 'be', 'wednesday', 'but', 'with', 'the', 'labor', 'day', 'holiday', 'on', 'monday', 'it', 'feel', 'like', 'tuesdayat', 'least', 'that', 'is', 'our', 'stori']"
1235,1361,641608694321532929,neutral,"['it', 'slow', 'and', 'not', 'veri', 'good', 'just', 'week', 'in', 'and', 'then', 'they', 'stay', 'therd', 'episod', 'becaus', 'of', 'labor', 'day']"
1236,1362,641609859746656257,positive,"['there', 'is', 'still', 'time', 'to', 'take', 'advantag', 'of', 'some', 'of', 'the', 'best', 'post', 'labor', 'day', 'deal', 'in', 'market', 'savemoney']"
1237,1364,641621167715975168,positive,"['and', 'roll', 'right', 'from', 'our', 'labor', 'day', 'sale', 'well', 'be', 'announc', 'someth', 'new', 'tomorrow', 'so', 'if', 'you', 'havent']"
1238,1365,641623300691652608,neutral,"['after', 'labor', 'day', 'it', 'hot', 'coffe', 'till', 'may']"
1239,1366,641624947585105920,neutral,"['the', 'normal', 'wednesday', 'trash', 'pickup', 'ha', 'been', 'push', 'to', 'thursday', 'thi', 'week', 'due', 'to', 'labor', 'day', 'holiday', 'so', 'if', 'you']"
1240,1367,641628092843360256,neutral,"['fyi', 'were', 'take', 'a', 'hiatu', 'through', 'end', 'of', 'sept', 'but', 'well', 'see', 'you', 'again', 'in', 'octob', 'pic', 'from', 'labor', 'day', 'cater']"
1241,1368,641628310938779648,positive,"['hope', 'everyon', 'had', 'a', 'great', 'labor', 'day', 'we', 'will', 'be', 'back', 'in', 'the', 'distilleri', 'tomorrow', 'for', 'tour', 'and', 'tast']"
1242,1369,641632300258582528,neutral,"['labor', 'day', 'may', 'be', 'past', 'but', 'we', 'still', 'have', 'plenti', 'of', 'grill', 'weather', 'ahead', 'one', 'of', 'the', 'mani', 'joy', 'of', 'live', 'in']"
1243,1370,641633680390275073,neutral,"['also', 'keep', 'in', 'mind', 'that', 'due', 'to', 'labor', 'day', 'we', 'did', 'not', 'have', 'a', 'monday', 'shipment', 'monday', 'order', 'will', 'go', 'out', 'with', 'today', 'instead']"
1244,1371,641633909508182016,positive,"['labor', 'day', 'might', 'be', 'over', 'but', 'festiv', 'are', 'still', 'go', 'on', 'includ', 'thend', 'annual', 'east', 'troy', 'bluegrass', 'festiv']"
1245,1372,641638721352155141,neutral,"['the', 'primari', 'wa', 'on', 'a', 'thursday', 'in', 'to', 'avoid', 'the', 'labor', 'day', 'conflict', 'cc']"
1246,1373,641640299119443968,negative,"['the', 'problem', 'with', 'labor', 'day', 'is', 'that', 'it', 'make', 'everi', 'day', 'follow', 'feel', 'like', 'a', 'monday']"
1247,1374,641640958812123136,positive,"['happi', 'goodwil', 'wednesday', 'i', 'almost', 'forgot', 'what', 'day', 'it', 'wa', 'stupid', 'labor', 'day', 'weekend', 'ha', 'me', 'all', 'jack', 'up']"
1248,1375,641641828551364609,negative,"['i', 'went', 'to', 'class', 'with', 'no', 'paper', 'on', 'monday', 'so', 'i', 'had', 'to', 'write', 'the', 'note', 'insid', 'my', 'book', 'that', 'whi', 'there', 'shouldnt', 'be', 'class', 'on', 'labor', 'day']"
1249,1376,641642487006650369,neutral,"['labor', 'day', 'is', 'make', 'me', 'a', 'day', 'behind', 'today', 'wednesday', 'but', 'it', 'feel', 'like', 'tuesday']"
1250,1377,641648153842839552,positive,"['here', 'the', 'am', 'messag', 'form', 'pfbc', 'thi', 'sunday', 'for', 'those', 'away', 'for', 'labor', 'dayweb', 'of', 'lie', 'in', 'act', 'via']"
1251,1378,641648904447086592,positive,"['your', 'labor', 'day', 'wknd', 'sound', 'greatampal', 'but', 'did', 'you', 'spend', 'thestmin', 'of', 'the', 'rocket', 'explain', 'wild', 'heart', 'cant', 'be', 'broken', 'to', 'your', 'bf']"
1252,1379,641649622516043776,positive,"['it', 'may', 'be', 'past', 'labor', 'day', 'but', 'our', 'new', 'particip', 'tshirt', 'celebr', 'an', 'endless', 'summer', 'here', 'in', 'the', 'ocean', 'state']"
1253,1380,641650142827950080,positive,"['there', 'is', 'a', 'one', 'day', 'delay', 'due', 'to', 'labor', 'day', 'for', 'the', 'area', 'if', 'your', 'normal', 'servic', 'day', 'is', 'wednesday', 'servic', 'will']"
1254,1381,641653593263722496,positive,"['just', 'becaus', 'you', 'ask', 'for', 'it', 'labor', 'day', 'sale', 'now', 'last', 'until', 'tomorrow', 'therel', 'be', 'no', 'second', 'chanc', 'hurri', 'up']"
1255,1382,641653805155778560,positive,"['vice', 'presid', 'biden', 'who', 'is', 'contempl', 'a', 'presidenti', 'bid', 'on', 'monday', 'kick', 'off', 'a', 'labor', 'day', 'parad', 'in', 'pittsburgh', 'with', 'a', 'fieri']"
1256,1383,641657792542179328,positive,"['soak', 'up', 'the', 'last', 'of', 'the', 'summer', 'sun', 'happi', 'labor', 'day', 'wedontsweatweglisten']"
1257,1384,641661580304711682,neutral,"['how', 'it', 'alreadi', 'wednesday', 'when', 'it', 'wa', 'labor', 'day', 'like', 'yesterday', 'tf', 'bruh', 'life', 'need', 'to', 'chill']"
1258,1385,641663607286181888,positive,"['labor', 'day', 'ha', 'come', 'and', 'gonewhich', 'mean', 'fall', 'is', 'here', 'sunday', 'school', 'start', 'thi', 'sunday', 'ue', 'and', 'wv', 'locat']"
1259,1386,626735813125111808,positive,"['cmon', 'lexu', 'i', 'believ', 'in', 'you', 'lexu', 'will', 'show', 'it', 'hoverboard', 'in', 'action', 'on', 'augustth', 'tech']"
1260,1387,626823709299449856,neutral,"['yo', 'just', 'realiz', 'the', 'lexu', 'hoverboard', 'releas', 'is', 'on', 'theth', 'just', 'fyi', 'vergecast']"
1261,1388,627064813043085312,neutral,"['lexu', 'announc', 'new', 'rct', 'coup', 'withbhp', 'turbo', 'power', 'news', 'jul', 'lexu']"
1262,1389,627145332376219648,neutral,"['i', 'told', 'brionna', 'sierra', 'my', 'sister', 'n', 'lexu', 'we', 'all', 'corni', 'lb', 'lexu', 'wa', 'first', 'thoo', 'i', 'wasnd', 'just', 'movn', 'now', 'tho', 'so', 'idc', 'lb']"
1263,1390,627193526082670592,neutral,"['sit', 'next', 'to', 'yr', 'old', 'at', 'northpark', 'talk', 'about', 'whether', 'they', 'want', 'a', 'merced', 'or', 'lexu', 'for', 'theirth', 'bday', 'wow', 'the', 'struggl', 'is', 'so', 'real']"
1264,1391,627288821101666304,neutral,"['you', 'as', 'well', 'peopl', 'say', 'they', 'dont', 'think', 'ima', 'make', 'it', 'until', 'thend', 'it', 'crazi', 'how', 'me', 'you', 'and', 'lexu', 'is', 'back', 'to', 'back']"
1265,1392,627482421097820160,positive,"['the', 'ford', 'gt', 'ha', 'won', 'itsnd', 'vln', 'race', 'at', 'the', 'nordschleif', 'lexu', 'of', 'isnd', 'in', 'front', 'of', 'walkenhorst', 'bmw', 'z']"
1266,1393,627636326381129728,positive,"['wit', 'the', 'imposs', 'the', 'hoverboard', 'is', 'about', 'to', 'becom', 'a', 'realiti', 'on', 'theth', 'of', 'august', 'lexu', 'will', 'unveil']"
1267,1394,628223365640286208,positive,"['at', 'long', 'last', 'lexu', 'ha', 'develop', 'a', 'hoverboard', 'the', 'slide', 'to', 'be', 'test', 'in', 'public', 'for', 'the', 'first', 'time', 'on', 'wed']"
1268,1395,628232366859907072,positive,"['lexu', 'will', 'be', 'fulli', 'unveil', 'it', 'slide', 'hoverboard', 'on', 'augustth', 'were', 'definit', 'excit', 'to', 'see', 'what', 'other']"
1269,1396,628346967429677056,positive,"['happi', 'monday', 'amp', 'happi', 'lexu', 'bonu', 'congrat', 'to', 'the', 'craft', 'famili', 'on', 'qualifi', 'for', 'their', 'free', 'lexu']"
1270,1397,628528145029836800,positive,"['so', 'tomorrow', 'is', 'when', 'lexu', 'are', 'meant', 'to', 'be', 'launch', 'their', 'hover', 'board', 'cant', 'wait', 'to', 'see', 'whether', 'it', 'is', 'legit', 'or', 'a', 'pr', 'campaign', 'hoverboard']"
1271,1398,628668741304352768,positive,"['lexu', 'lexu', 'hoverboard', 'ride', 'reveal', 'follow', 'the', 'unveil', 'of', 'the', 'lexu', 'hoverboard', 'in', 'june', 'the', 'luxuri', 'autom']"
1272,1399,628688794582142976,positive,"['toyota', 'luxuri', 'brand', 'lexu', 'said', 'wednesday', 'it', 'ha', 'creat', 'a', 'hoverboard', 'ye', 'a', 'hoverboard', 'as', 'in', 'someth', 'that']"
1273,1400,628734659338223616,positive,"['dtn', 'usa', 'lexu', 'take', 'the', 'wrap', 'off', 'it', 'mysteri', 'hoverboard', 'thi', 'lexu', 'hoverboard', 'may', 'not', 'be', 'the', 'back', 'to', 'th']"
1274,1403,628911614213910528,positive,"['lexu', 'built', 'a', 'hoverboard', 'and', 'a', 'special', 'track', 'to', 'ride', 'it', 'on', 'just', 'in', 'time', 'for', 'marti', 'mcfli', 'arriv', 'onst']"
1275,1404,628925997883256832,positive,"['lexu', 'merced', 'harley', 'hayabusa', 'all', 'at', 'theth', 'annual', 'car', 'amp', 'bike', 'show', 'thi', 'saturday']"
1276,1405,628966251155615744,neutral,"['launch', 'back', 'in', 'june', 'here', 'is', 'a', 'pic', 'of', 'the', 'lexu', 'hoverboard', 'in', 'action', 'martymcfli']"
1277,1406,628966478662860800,positive,"['great', 'scott', 'lexu', 'reveal', 'hoverboard', 'but', 'you', 'cant', 'buy', 'it', 'lexu', 'reveal', 'on', 'tuesday', 'a', 'second', 'teaser', 'that']"
1278,1407,628983789709074435,neutral,"['ok', 'so', 'it', 'might', 'be', 'an', 'ad', 'for', 'lexu', 'or', 'at', 'least', 'their', 'design', 'team', 'but', 'thi', 'is', 'cool', 'make', 'sure', 'to', 'watch', 'thend', 'video']"
1279,1408,629029017602101248,positive,"['have', 'you', 'dream', 'about', 'ride', 'a', 'hoverboard', 'lexu', 'may', 'deliv', 'hoverboard', 'lexu', 'innov']"
1280,1409,629165177561182208,positive,"['lexu', 'and', 'their', 'new', 'hoverboard', 'launch', 'with', 'thi', 'incred', 'video', 'thank', 'to', 'our', 'mate', 'at']"
1281,1410,629186753157595138,positive,"['is', 'the', 'futur', 'final', 'here', 'lexu', 'may', 'have', 'the', 'hoverboard', 'of', 'your', 'dream', 'video']"
1282,1411,629243826343821312,positive,"['lexu', 'limo', 'work', 'use', 'my', 'uber', 'promo', 'code', 'suecu', 'amp', 'get', 'a', 'off', 'upst', 'ride', 'get', 'it', 'at']"
1283,1412,629375147116343297,positive,"['lexu', 'may', 'have', 'brought', 'us', 'into', 'the', 'next', 'transport', 'era', 'with', 'the', 'new', 'lexu', 'slide', 'a', 'fli', 'hoverboard']"
1284,1413,629378539956084736,positive,"['same', 'flag', 'two', 'ship', 'lexu', 'may', 'add', 'second', 'flagship', 'model', 'lexu', 'may', 'be', 'pois', 'to', 'flesh', 'out', 'the', 'upper', 'echelon']"
1285,1414,629378653822922752,positive,"['autocar', 'lexu', 'may', 'be', 'pois', 'to', 'flesh', 'out', 'the', 'upper', 'echelon', 'of', 'it', 'model', 'rang', 'with', 'a', 'second', 'flagship', 'model', 'th']"
1286,1415,629526665920548864,neutral,"['tech', 'news', 'lexu', 'fanci', 'board', 'realli', 'hover', 'but', 'it', 'just', 'for', 'show', 'lexu', 'on', 'tuesday', 'present', 'the', 'final', 'video']"
1287,1416,629576589903306753,positive,"['the', 'toyota', 'version', 'would', 'be', 'unbreak', 'the', 'lexu', 'would', 'prob', 'have', 'better', 'climat', 'control', 'may', 'not', 'be', 'a', 'big', 'issu', 'in', 'thi', 'case']"
1288,1417,629636241777119232,neutral,"['alleg', 'that', 'lexu', 'dealer', 'are', 'besieg', 'with', 'hagglingavers', 'millenni', 'eager', 'to', 'pay', 'ask', 'price']"
1289,1418,629655485168271361,positive,"['come', 'and', 'visit', 'lexu', 'vehicl', 'display', 'in', 'spinningfield', 'to', 'see', 'the', 'lexu', 'nx', 'rcf', 'gsf', 'and', 'lfa', 'from', 'today', 'until', 'saturday']"
1290,1419,629658581760122880,neutral,"['fun', 'fact', 'friday', 'the', 'engin', 'use', 'in', 'the', 'lexu', 'lfa', 'litr', 'v', 'is', 'two', 'time', 'lighter', 'than', 'an', 'ordinari', 'lexu']"
1291,1420,630007944885702656,negative,"['just', 'told', 'by', 'no', 'loaner', 'car', 'until', 'theth', 'great', 'lexu', 'experiencedefinit', 'not', 'the', 'expect', 'that', 'wa', 'set', 'at', 'sale']"
